lat,lng
22.3112904,114.2232143
22.3112904,114.2232143
22.3177083,114.2276956
22.322466,114.2167592
22.3155643,114.2238877
22.312876,114.228492
22.3059131,114.2270683
22.3177083,114.2276956
22.3149031,114.2284363
22.3123679,114.2239805
22.322466,114.2167592
22.317062,114.228012
22.3157398,114.2298086
22.3202173,114.2211824
22.3132754,114.2287745
22.3205273,114.220753
22.3208182,114.2197615
22.32736874,114.2265191
22.322466,114.2167592
22.3192039,114.2269375
22.3159701,114.2222855
22.3149031,114.2284363
22.309396,114.233703
22.3210606,114.2211013
22.3132754,114.2287745
22.3177083,114.2276956
22.32046771,114.2287738
22.318855,114.221982
22.3157398,114.2298086
22.312787,114.2231214
22.3164286,114.2171771
22.3205273,114.220753
22.3189949,114.2168438
22.3196457,114.2216406
22.322466,114.2167592
22.322466,114.2167592
22.3172636,114.2156226
22.3200624,114.2222625
22.3165412,114.2296358
22.3207747,114.2266081
22.3139471,114.2265589
22.3192039,114.2269375
22.316264,114.2269062
22.3136845,114.2266464
22.3192474,114.2212192
22.322466,114.2167592
22.317062,114.228012
22.3151225,114.2273446
22.3208182,114.2197615
22.3161029,114.2232375
22.319289,114.217015
22.3202173,114.2211824
22.312551,114.230858
22.313146,114.226804
22.322466,114.2167592
22.31652,114.2292
22.316143,114.2241496
22.3195099,114.2164341
22.3191121,114.222123
22.312551,114.230858
22.3178346,114.2308414
22.3210606,114.2211013
22.312542,114.232708
22.3167164,114.2256988
22.312551,114.230858
22.317926,114.217915
22.314391,114.2284154
22.312542,114.232708
22.318584,114.2207762
22.3202173,114.2211824
22.3210606,114.2211013
22.3218223,114.2289201
22.313069,114.234409
22.3151225,114.2273446
22.3141078,114.2285161
22.322466,114.2167592
22.31513268,114.2306497
22.322492,114.217242
22.322466,114.2167592
22.3178346,114.2281368
22.3143438,114.2226831
22.3212428,114.2207762
22.3189949,114.2168438
22.3195099,114.2164341
22.3175808,114.2161205
22.31965728,114.2293603
22.322466,114.2167592
22.319614,114.220657
22.312551,114.230858
22.322466,114.2167592
22.3177083,114.2276956
22.3144813,114.2219864
22.3175808,114.2161205
22.3126907,114.2301351
22.3169161,114.2300872
22.3139516,114.2236424
22.313069,114.234409
22.3174535,114.2311403
22.309396,114.233703
22.3179841,114.2239683
22.322466,114.2167592
22.3162075,114.2214728
22.322466,114.2167592
22.3183326,114.2167127
22.3219689,114.22093
22.3088856,114.225174
22.3145027,114.2252723
22.3177325,114.2217514
22.322466,114.2167592
22.314984,114.2307
22.3191544,114.2229589
22.3149031,114.2284363
22.3201348,114.2163412
22.3211106,114.2260238
22.3143305,114.2291767
22.3192039,114.2269375
22.3061174,114.2260238
22.318584,114.2207762
22.31652,114.2292
22.31965728,114.2294032
22.3205273,114.220753
22.3133624,114.2266508
22.312324,114.231689
22.314984,114.2307
22.32024945,114.2298012
22.317926,114.217915
22.3097582,114.2273938
22.3205273,114.220753
22.3103686,114.2227035
22.3149031,114.2284363
22.3143438,114.2226831
22.3211106,114.2260238
22.32097723,114.2195514
22.3183326,114.2167127
22.322466,114.2167592
22.314984,114.2307
22.3201348,114.2163412
22.3059131,114.2270683
22.322466,114.2167592
22.3218223,114.2289201
22.3189949,114.2168438
22.3171281,114.2248861
22.322466,114.2167592
22.311199,114.2213103
22.3155643,114.2238877
22.3195099,114.2164341
22.3157575,114.2256988
22.3223935,114.2166663
22.313392,114.230105
22.3097058,114.2212389
22.313069,114.234409
22.3179841,114.2239683
22.318496,114.215532
22.3151268,114.222657
22.3196337,114.2299977
22.3177083,114.2276956
22.319425,114.216621
22.3189949,114.2168438
22.322466,114.2167592
22.3165412,114.2296358
22.3149031,114.2284363
22.3074223,114.2276956
22.3163322,114.2206833
22.3183326,114.2167127
22.322466,114.2167592
22.3149031,114.2284363
22.312551,114.230858
22.315311,114.2214135
22.3182539,114.2205208
22.319425,114.216621
22.3179841,114.2239683
22.317022,114.219361
22.313069,114.234409
22.3127811,114.2311553
22.313069,114.234409
22.3165412,114.2296358
22.3189949,114.2168438
22.3160643,114.2240403
22.3227015,114.2177328
22.3156596,114.2271985
22.3201348,114.2163412
22.3072773,114.2275099
22.3165412,114.2296358
22.3145644,114.2233927
22.3164286,114.2171771
22.3139471,114.2265589
22.3195431,114.2294247
22.3219689,114.22093
22.31949878,114.2294433
22.3164026,114.2265811
22.3192039,114.2269375
22.3189949,114.2168438
22.312551,114.230858
22.3200624,114.2222625
22.31652,114.2292
22.3144813,114.2219864
22.3148761,114.2227267
22.3182539,114.2205208
22.3058611,114.2273706
22.3152881,114.2239805
22.3205273,114.220753
22.3196854,114.221662
22.317926,114.217915
22.3200624,114.2222625
22.320533,114.22769
22.318855,114.221982
22.31489,114.223427
22.3139471,114.2265589
22.32259648,114.2172005
22.32312183,114.2196967
22.31968076,114.2216856
22.308311,114.2238644
22.3189949,114.2168438
22.3059131,114.2270683
22.3178346,114.2281368
22.315955,114.227055
22.320314,114.2244356
22.3103686,114.2227035
22.3205273,114.220753
22.3179841,114.2239683
22.3165019,114.2167127
22.309396,114.233703
22.32046736,114.2211653
22.3143305,114.2291767
22.3195099,114.2164341
22.320533,114.22769
22.3219689,114.22093
22.3179841,114.2239683
22.3144685,114.2201636
22.3202173,114.2211824
22.31652,114.2292
22.316264,114.2269062
22.3047292,114.2265347
22.3202173,114.2211824
22.3210606,114.2211013
22.313069,114.234409
22.3189949,114.2168438
22.322466,114.2167592
22.3205273,114.220753
22.316312,114.2173629
22.3301172,114.2066781
22.3243965,114.2125663
22.3283168,114.2110747
22.3301172,114.2066781
22.3281501,114.2106072
22.32905846,114.2089109
22.3301172,114.2066781
22.3301172,114.2066781
22.3283168,114.2110747
22.3281501,114.2106072
22.3301172,114.2066781
22.3285936,114.2068354
22.3243965,114.2125663
22.3301172,114.2066781
22.3283168,114.2110747
22.3243965,114.2125663
22.3301172,114.2066781
22.3300705,114.2095924
22.3301172,114.2066781
22.3243965,114.2125663
22.3243965,114.2125663
22.3300015,114.2063101
22.3243965,114.2125663
22.3299812,114.2076801
22.3301172,114.2066781
22.3281501,114.2106072
22.3301172,114.2066781
22.3243965,114.2125663
22.329655,114.2072621
22.3283168,114.2110747
22.3299812,114.2076801
22.3301172,114.2066781
22.3290116,114.2102203
22.3284563,114.2094682
22.3243965,114.2125663
22.3283168,114.2110747
22.32237,114.212493
22.3243965,114.2125663
22.3243965,114.2125663
22.3290116,114.2102203
22.3243965,114.2125663
22.3306433,114.2067813
22.3306256,114.2067745
22.3300959,114.2075628
22.296506,114.2418015
22.296506,114.2418015
22.299182,114.236622
22.3049489,114.228051
22.2955052,114.2401234
22.2992397,114.2365886
22.296506,114.2418015
22.2988889,114.2380556
22.2941492,114.2399075
22.2975332,114.23859
22.2944384,114.2388156
22.2980792,114.2384343
22.30026074,114.2362135
22.2964156,114.2401178
22.2941492,114.2399075
22.302106,114.239639
22.30143,114.2407912
22.2980792,114.2384343
22.2964864,114.2401442
22.2988889,114.2380556
22.299182,114.236622
22.2955052,114.2401234
22.2997652,114.2378089
22.29703954,114.2394026
22.29976913,114.2378096
22.302954,114.2405204
22.299182,114.236622
22.2941492,114.2399075
22.2973361,114.2391194
22.299182,114.236622
22.299182,114.236622
22.2973361,114.2391194
22.299182,114.236622
22.29976736,114.2378126
22.29976736,114.2378126
22.299182,114.236622
22.2979446,114.2423004
22.29672863,114.2420657
22.3069226,114.2334772
22.296494,114.241267
22.302106,114.239639
22.299182,114.236622
22.2941492,114.2399075
22.2975332,114.23859
22.299182,114.236622
22.299182,114.236622
22.294728,114.239015
22.2997711,114.2378105
22.2964156,114.2401178
22.302106,114.239639
22.3009564,114.2351026
22.30336009,114.2397444
22.2955052,114.2401234
22.2955052,114.2401234
22.3,114.2333333
22.2941492,114.2399075
22.30336,114.2397439
22.2941492,114.2399075
22.2944478,114.2403605
22.299182,114.236622
22.299182,114.236622
22.302106,114.239639
22.302106,114.239639
22.299182,114.236622
22.3058291,114.2336398
22.3069942,114.2335707
22.2997678,114.2378106
